PMID	Mesh	Concept	TREE
11230314	Angiotensin Type 1 Receptor	D044140	D12.776.543.750.100.047.625;D12.776.543.750.720.600.150.625;D12.776.543.750.750.130.750;D12.776.543.750.750.555.150.750
11230314	Diclofenac	D004008	D02.241.223.601.210
11230314	Natriuretic Peptide, Brain	D020097	D06.472.699.584.625;D12.644.548.585.625;D12.776.641.590
11230314	NG-Nitroarginine Methyl Ester	D019331	D12.125.068.050.525;D12.125.095.104.525
11230314	Intercellular Adhesion Molecule-1	D018799	D12.776.395.550.200.450;D12.776.543.550.200.450;D23.050.301.264.035.400;D23.050.301.350.450;D23.101.100.110.400
11230314	Blood Glucose	D001786	D09.546.359.448.500
11230314	Sodium	D012964	D01.268.549.750;D01.552.528.850
11230314	Heart Rate	D006339	E01.370.600.875.500;G09.330.380.500
11230314	Diet, Sodium-Restricted	D004039	E02.642.249.290;G07.610.240.290
11230314	Hypercholesterolemia	D006937	C18.452.584.500.500.396
11230314	Oxidative Stress	D018384	G03.495.710;G07.700.830.750
11230314	Monocytes	D009000	A11.118.637.555.652;A11.148.580;A11.627.624;A11.733.547;A15.145.229.637.555.652;A15.378.316.580;A15.382.490.555.652;A15.382.680.547;A15.382.812.547
11230314	Arachidonic Acid	D016718	D10.251.355.096.100;D10.251.355.255.100.100;D10.251.355.310.166.100
11230314	Autoradiography	D001345	E01.370.225.750.132;E05.200.750.132;E05.799.256
11230314	Tetrazoles	D013777	D03.383.129.617
11230314	Valine	D014633	D12.125.070.950;D12.125.142.930
11230314	Hypertension	D006973	C14.907.489
11230314	Vasoconstrictor Agents	D014662	D27.505.954.411.793
11230314	NO Synthase	D019001	D08.811.682.664.500.772
11230314	Norepinephrine	D009638	D02.033.100.291.502;D02.092.063.480;D02.092.211.215.311.560;D02.092.311.461.484
11230314	Diabetes Mellitus, Type 2	D003924	C18.452.394.750.149;C19.246.300
11230314	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
11230314	Cardiac Hypertrophy	D006332	C14.280.195;C23.300.775.250
11230314	Heart Failure	D006333	C14.280.434
11230314	Cyclooxygenase Inhibitors	D016861	D27.505.519.389.310;D27.505.696.663.850.014.040.500.500;D27.505.954.158.030.500;D27.505.954.329.030.500
11230314	Endothelium	D004727	A10.272.491
11230314	Inflammation	D007249	C23.550.470
11230314	Macrophage	D008264	A11.329.372;A11.627.482;A11.733.397;A15.382.680.397;A15.382.812.522
11230314	Diabetes Mellitus	D003920	C18.452.394.750;C19.246
11230314	Telemetry	D013686	E01.370.520.750;E05.925;L01.178.847.675
11230314	Insulins	D061385	D06.472.699.587.200;D12.644.548.586.200
11230314	immunology	C1522005	
8668644	Rats	D051381	C0034721
8668644	Animals	D000818	C0003062
8668644	Heart Rate	D006339	E01.370.600.875.500;G09.330.380.500
8668644	Blood Pressure	D001794	E01.370.600.875.249;G09.330.380.076
8668644	Propranolol	D011433	D02.033.100.624.698.711;D02.033.755.624.698.711;D02.092.063.624.698.711;D02.455.426.559.847.638.945;D04.615.638.945
8668644	Mercuric Chloride	D008627	D01.210.450.150.525;D01.538.500
8668644	Krebs-Ringer solution	C051865	C0064411
8668644	Bicarbonates	D001639	D01.200.275.150.100;D01.248.497.158.165.100
8668644	Atropine	D001285	D02.145.074.722.229.199;D03.132.760.180.572.199;D03.132.889.180.648.199;D03.605.869.229.199;D04.075.080.875.099.722.229.199
8668644	Mercury	D008628	D01.268.556.504;D01.268.956.437;D01.552.544.504
8668644	Ventricular Function, Left	D016277	G09.330.190.962.800
8668644	Arterial Pressure	D062186	G09.330.380.076.347
8668644	Ventricular Fibrillation	D014693	C14.280.067.922;C23.550.073.922
8668644	Hearts	D006321	A07.541
8668644	Isotonic Solutions	D007552	D26.776.498
8668644	Myocardial Contraction	D009200	G09.330.190.541;G11.427.590.540.570
8668644	Arrhythmias, Cardiac	D001145	C14.280.067;C23.550.073
8668644	Extrasystoles	D005117	C14.280.067.325;C23.550.073.325
8668644	Tachyarrhythmias	D013610	C14.280.067.845;C23.550.073.845
8668644	Electrocardiography	D004562	E01.370.370.380.240;E01.370.405.240
8668644	Cholinergic Effects	D018678	D27.505.519.625.120;D27.505.696.577.120
8668644	Neurotransmitters	D018377	D27.505.519.625;D27.505.696.577
8668644	Adrenergic Agents	D018663	D27.505.519.625.050;D27.505.696.577.050
8563843	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
8563843	Male	D008297	C0024554
8563843	England	D004739	Z01.542.363.300;Z01.639.280.300
8563843	brass	C048399	C0054027
8563843	Copper	D003300	D01.268.556.195;D01.268.956.170;D01.552.544.195
8563843	Cadmium	D002104	D01.268.556.137;D01.268.956.061;D01.552.544.137
8563843	cadmium oxide	C029663	C0054414
8563843	Iron	D007501	D01.268.556.412;D01.268.956.287;D01.552.544.412
8563843	Alloy	D000497	D01.552.033;D25.058;J01.637.051.058
8563843	Wales	D014852	Z01.542.363.914;Z01.639.280.914
8563843	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
8563843	Occupational Exposure	D016273	N06.850.460.350.600
8563843	Cadmium Compounds	D019187	D01.142
8563843	Oxides	D010087	D01.248.497.158.685;D01.650.550
8563843	Zinc	D015032	D01.268.556.940;D01.268.956.906;D01.552.544.940
8563843	Lung Cancer	D008175	C04.588.894.797.520;C08.381.540;C08.785.520
8563843	Respiratory System	D012137	A04
18504841	Animals	D000818	B01.050
18504841	Male	D008297	C0024554
18504841	Daphnia	D003621	B01.050.500.131.365.150.200
18504841	Endocrine Disruptors	D052244	D27.505.696.353;D27.888.141
18504841	Dicofol	D004010	D02.455.426.559.389.261.220;D02.455.526.439.202.190
18504841	Flutamide	D005485	D02.065.199.420
18504841	vinclozolin	C025643	C0078245
18504841	Sex Ratio	D012744	G05.815;I01.240.800.815;N01.224.803.815;N06.850.505.400.850.815
18504841	Ketoconazole	D007654	D03.383.606.560
18504841	Molting	D018978	G07.700.320.500.550.750
18504841	Risk Assessment	D018570	E05.318.740.600.800.715;N04.452.871.715;N05.715.360.750.625.700.690;N06.850.505.715;N06.850.520.830.600.800.715
18504841	Plankton	D010933	B05.080.500
18504841	Reproduction	D012098	G08.686.785.760
18504841	Oxazoles	D010080	D03.383.129.462
18504841	Hormone	D006728	D06.472;D27.505.696.399.472
18504841	Vertebrates	D014714	B01.050.150.900
18504841	genetics	C0017399	
11504148	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11504148	Animals	D000818	B01.050
11504148	ethyl tert-butyl ether	C098546	C0387725
11504148	tertiary-amyl methyl ether	C096680	C0383714
11504148	methyl tert-butyl ether	C043243	C0066286
11504148	tert-Butyl Alcohol	D020002	D02.033.415.110.855;D10.289.110.855
11504148	Microsomes, Liver	D008862	A11.284.835.540.541
11504148	Cytochrome P-450 CYP2E1	D019392	D08.244.453.040.972;D08.811.682.662.582.338;D08.811.682.690.708.170.040.777;D12.776.422.220.453.040.944
11504148	Gasoline	D005742	D20.345.630.540;N06.230.132.258.630.540
11504148	Ether	D004986	D02.355.417.332
11504148	NADP	D009249	D03.438.759.646.138.749;D08.211.625;D13.695.667.138.749;D13.695.827.068.749
11504148	Carbon Monoxide	D002248	D01.200.250;D01.362.200;D01.650.550.250
11504148	Cytochrome P-450 Reductase	D009251	D08.811.682.608.191.500
11504148	Kinetics	D007700	G01.374.661;G02.111.325
11504148	Isoenzymes	D007527	D08.811.348;D12.776.800.300
11504148	Ethers	D004987	D02.355
11504148	Cytosol	D003600	A11.284.430.214.200;A11.284.430.429.200;A11.284.835.450.200
11504148	Ethyl Ethers	D005019	D02.355.417
11504148	Methyl Ethers	D008738	D02.355.601
11504148	Cytochrome P-450	D003577	D08.244.453;D08.811.682.690.708.170;D12.776.422.220.453
11504148	coumarin	C030123	C0010206
11504148	Coumarins	D003374	D03.438.150.446;D03.830.219.446
11504148	Motor Vehicle	D018986	J01.937.500
11504148	Liver	D008099	A03.620
11504148	Baculoviridae	D016367	B04.280.065;B04.525.100
11504148	metabolism	C0025520	
11504148	pharmacokinetics	C0031328	
16129535	Pregnancy	D011247	G08.686.785.760.769
16129535	Female	D005260	C0015780
16129535	Male	D008297	C0024554
16129535	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
16129535	Rats	D051381	C0034721
16129535	Mice	D051379	C0026809
16129535	Animals	D000818	C0003062
16129535	perfluorooctane sulfonic acid	C076994	C0172926
16129535	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
16129535	Birth Weight	D001724	C23.888.144.186;E01.370.600.115.100.160.120.186;E05.041.124.160.750.149;G07.100.100.160.120.186;G07.700.320.249.314.120.186
16129535	Mevalonic Acid	D008798	D02.241.511.579
16129535	Body Burden	D001822	E05.799.638.231;N06.850.460.200
16129535	Milk	D008892	A12.200.455;J02.200.700;J02.500.350.525
16129535	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
16129535	Cholesterol	D002784	D04.808.247.222.284;D04.808.247.808.197;D10.570.938.208;D10.851.208
16129535	Infant Mortality	D007226	E05.318.308.985.550.475;L01.280.975.550.475;N01.224.935.698.489;N06.850.505.400.975.550.475;N06.850.520.308.985.550.475
16129535	Glucose	D005947	D09.546.359.448
16129535	Lipids	D008055	D10
16129535	Alkanesulfonic Acids	D017738	D02.455.326.146.100;D02.886.645.600.055
16129535	Fluorocarbons	D005466	D02.455.526.510.435
16129535	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
16129535	Lactation	D007774	G08.686.702.500;G08.686.785.420
16129535	Fetus	D005333	A16.378
16129535	Fetal Development	D047109	G07.700.320.500.325.235;G08.686.785.760.170.157
16129535	Thyroid Hormones	D013963	D06.472.931
16129535	Liver	D008099	A03.620
16482470	Pregnancy	D011247	G08.686.785.760.769
16482470	Female	D005260	C0015780
16482470	Male	D008297	C0024554
16482470	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
16482470	Rats	D051381	C0034721
16482470	Animals	D000818	C0003062
16482470	Chlorpyrifos	D004390	D02.705.400.625.100;D02.705.539.345.100;D02.886.300.692.100
16482470	Butyrylcholinesterase	D002091	D08.811.277.352.100.170.250
16482470	Acetylcholinesterase	D000110	D08.811.277.352.100.170.176
16482470	Nicotine	D009538	D03.132.760.570;D03.383.725.518
16482470	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
16482470	Glial Fibrillary Acidic Protein	D005904	D05.750.078.593.400;D12.776.220.475.400
16482470	cresyl violet	C028911	C0056484
16482470	Maternal Exposure	D018811	N06.850.460.350.145
16482470	Ethanol	D000431	D02.033.375
16482470	Adult Children	D032721	F01.829.263.065;I01.880.225.281;M01.055
16482470	Mothers	D009035	F01.829.263.500.320.200;I01.880.225.500.340.270;M01.620.630
16482470	Water	D014867	D01.455.900;D01.650.550.925
16482470	Purkinje Cells	D011689	A08.186.211.132.810.428.200.212.600;A08.186.211.865.428.200.212.600;A08.663.784;A11.671.784
16482470	Benzoxazines	D048588	D03.383.533.249;D03.438.209
16482470	Cerebellum	D002531	A08.186.211.132.810.428.200;A08.186.211.865.428.200
16482470	Brain	D001921	A08.186.211
16482470	Grip	D018737	E01.370.600.425.500;G11.427.560.500
16482470	Staining	D013194	E01.370.225.500.620.670;E01.370.225.750.600.670;E05.200.500.620.670;E05.200.750.600.670
16482470	Pregnancy	D011247	G08.686.785.760.769
16482470	Female	D005260	C0015780
16482470	Male	D008297	C0024554
16482470	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
16482470	Rats	D051381	C0034721
16482470	Animals	D000818	C0003062
16482470	Chlorpyrifos	D004390	D02.705.400.625.100;D02.705.539.345.100;D02.886.300.692.100
16482470	Butyrylcholinesterase	D002091	D08.811.277.352.100.170.250
16482470	Acetylcholinesterase	D000110	D08.811.277.352.100.170.176
16482470	Nicotine	D009538	D03.132.760.570;D03.383.725.518
16482470	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
16482470	Glial Fibrillary Acidic Protein	D005904	D05.750.078.593.400;D12.776.220.475.400
16482470	cresyl violet	C028911	C0056484
16482470	Maternal Exposure	D018811	N06.850.460.350.145
16482470	Ethanol	D000431	D02.033.375
16482470	Adult Children	D032721	F01.829.263.065;I01.880.225.281;M01.055
16482470	Mothers	D009035	F01.829.263.500.320.200;I01.880.225.500.340.270;M01.620.630
16482470	Water	D014867	D01.455.900;D01.650.550.925
16482470	Purkinje Cells	D011689	A08.186.211.132.810.428.200.212.600;A08.186.211.865.428.200.212.600;A08.663.784;A11.671.784
16482470	Benzoxazines	D048588	D03.383.533.249;D03.438.209
16482470	Cerebellum	D002531	A08.186.211.132.810.428.200;A08.186.211.865.428.200
16482470	Brain	D001921	A08.186.211
16482470	Grip	D018737	E01.370.600.425.500;G11.427.560.500
16482470	Staining	D013194	E01.370.225.500.620.670;E01.370.225.750.600.670;E05.200.500.620.670;E05.200.750.600.670
16482470	Pregnancy	D011247	G08.686.785.760.769
16482470	Female	D005260	C0015780
16482470	Male	D008297	C0024554
16482470	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
16482470	Rats	D051381	C0034721
16482470	Animals	D000818	C0003062
16482470	Chlorpyrifos	D004390	D02.705.400.625.100;D02.705.539.345.100;D02.886.300.692.100
16482470	Butyrylcholinesterase	D002091	D08.811.277.352.100.170.250
16482470	Acetylcholinesterase	D000110	D08.811.277.352.100.170.176
16482470	Nicotine	D009538	D03.132.760.570;D03.383.725.518
16482470	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
16482470	Glial Fibrillary Acidic Protein	D005904	D05.750.078.593.400;D12.776.220.475.400
16482470	cresyl violet	C028911	C0056484
16482470	Maternal Exposure	D018811	N06.850.460.350.145
16482470	Ethanol	D000431	D02.033.375
16482470	Adult Children	D032721	F01.829.263.065;I01.880.225.281;M01.055
16482470	Mothers	D009035	F01.829.263.500.320.200;I01.880.225.500.340.270;M01.620.630
16482470	Water	D014867	D01.455.900;D01.650.550.925
16482470	Purkinje Cells	D011689	A08.186.211.132.810.428.200.212.600;A08.186.211.865.428.200.212.600;A08.663.784;A11.671.784
16482470	Benzoxazines	D048588	D03.383.533.249;D03.438.209
16482470	Cerebellum	D002531	A08.186.211.132.810.428.200;A08.186.211.865.428.200
16482470	Brain	D001921	A08.186.211
16482470	Grip	D018737	E01.370.600.425.500;G11.427.560.500
16482470	Staining	D013194	E01.370.225.500.620.670;E01.370.225.750.600.670;E05.200.500.620.670;E05.200.750.600.670
9447408	Pregnancy	D011247	G08.686.785.760.769
9447408	Male	D008297	C0024554
9447408	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
9447408	Female	D005260	C0015780
9447408	Child	D002648	M01.060.406
9447408	Odds Ratio	D016017	E05.318.740.600.600;G17.680.500;N05.715.360.750.625.590;N06.850.520.830.600.600
9447408	Birth Rate	D001723	E05.318.308.985.775.500;L01.280.975.775.500;N01.224.935.849.500;N06.850.505.400.975.775.500;N06.850.520.308.985.775.500
9447408	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
9447408	Time-to-Pregnancy	D061685	G08.686.210.500
9447408	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
9447408	Parity	D010298	G08.686.677;G08.686.785.760.769.472;N06.850.490.812.600
9447408	Steel	D013232	D01.490.800;D01.552.033.847;D25.058.807;J01.637.051.058.807
9447408	Follow-Up Studies	D005500	E05.318.760.500.750.500.350;N05.715.360.775.175.250.350;N06.850.520.450.500.750.350
9447408	Denmark	D003718	Z01.542.808.224
9447408	Ships	D012767	J01.937.817
9447408	Fertility	D005298	G08.686.210
9447408	Occupational Exposure	D016273	N06.850.460.350.600
9447408	Semen Quality	D055101	E01.370.225.992;E05.200.992
9447408	Sperm	D013094	A05.360.490.890;A11.497.760
9447408	Menstrual Cycles	D008597	G08.686.605
9447408	Population Register	D012042	E05.318.308.970;L01.280.950;N04.452.859.819;N05.715.360.300.715.700;N06.850.520.308.970
9447408	Biological Monitoring	D004784	N06.850.460.350.080;N06.850.780.375
9447408	Sexual Activity	D012725	F01.145.802
9447408	Pension	D010415	N01.824.417.510
9447408	Employment	D004651	N01.824.245
9447408	Endocrine System	D004703	A06
9447408	Fund	D005376	N03.219.463
9447408	Europe	D005060	C0015176
9179727	Female	D005260	C0015780
9179727	Male	D008297	C0024554
9179727	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
9179727	Rats	D051381	C0034721
9179727	Mice	D051379	C0026809
9179727	Animals	D000818	C0003062
9179727	Oncogens	D002273	D27.888.569.100
9179727	Corticosterone	D003345	D04.808.745.745.654.237;D06.472.040.585.353.237
9179727	No-Observed-Adverse-Effect Level	D019055	E05.940.600;G07.690.620
9179727	Spleen	D013154	A10.549.700;A15.382.520.604.700
9179727	Hyperplasia	D006965	C23.550.444
9179727	Adenoma, Liver Cell	D018248	C04.557.470.035.120;C04.588.274.623.040;C06.301.623.040;C06.552.697.040
9179727	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
9179727	Follow-Up Studies	D005500	E05.318.760.500.750.500.350;N05.715.360.775.175.250.350;N06.850.520.450.500.750.350
9179727	Ether	D004986	D02.355.417.332
9179727	Dysuria	D053159	C23.888.942.343.274
9179727	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
9179727	Artifacts	D016477	E05.047
9179727	Depression	D003863	F01.145.126.350
9179727	Rats, Inbred F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
9179727	Kidney	D007668	A05.810.453
9179727	Liver	D008099	A03.620
9179727	Nephrosis	D009401	C12.777.419.630;C13.351.968.419.630
9179727	Hypertrophy	D006984	C23.300.775
9179727	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
9179727	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
9179727	Brain	D001921	A08.186.211
9179727	Euthanasia	D005065	E02.760.905.199;I01.880.735.344.500;N02.421.585.905.199
9179727	Liver Neoplasms	D008113	C04.588.274.623;C06.301.623;C06.552.697
9179727	Epithelial Cells	D004847	A11.436
9179727	Nervous System	D009420	A08
9179727	Female	D005260	C0015780
9179727	Male	D008297	C0024554
9179727	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
9179727	Rats	D051381	C0034721
9179727	Mice	D051379	C0026809
9179727	Animals	D000818	C0003062
9179727	Oncogens	D002273	D27.888.569.100
9179727	Corticosterone	D003345	D04.808.745.745.654.237;D06.472.040.585.353.237
9179727	No-Observed-Adverse-Effect Level	D019055	E05.940.600;G07.690.620
9179727	Spleen	D013154	A10.549.700;A15.382.520.604.700
9179727	Hyperplasia	D006965	C23.550.444
9179727	Adenoma, Liver Cell	D018248	C04.557.470.035.120;C04.588.274.623.040;C06.301.623.040;C06.552.697.040
9179727	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
9179727	Follow-Up Studies	D005500	E05.318.760.500.750.500.350;N05.715.360.775.175.250.350;N06.850.520.450.500.750.350
9179727	Ether	D004986	D02.355.417.332
9179727	Dysuria	D053159	C23.888.942.343.274
9179727	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
9179727	Artifacts	D016477	E05.047
9179727	Depression	D003863	F01.145.126.350
9179727	Rats, Inbred F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
9179727	Kidney	D007668	A05.810.453
9179727	Liver	D008099	A03.620
9179727	Nephrosis	D009401	C12.777.419.630;C13.351.968.419.630
9179727	Hypertrophy	D006984	C23.300.775
